direccion,distrito,metraje,dormitorios,Precio Soles,Precio Dolares
AV CAYMA,"La Campiña, Cayma",127 m² tot.,3 dorm.,"832,000.00","225,000.00"
Parque Chimu al 100,"Salamanca De Monterrico, Ate Vitarte",361 m² tot.,4 dorm.,"1,147,000.00","310,000.00"
Jr La Floresta al 131,"Camacho, Santiago de Surco",105 m² tot.,3 dorm.,"787,500.00","210,000.00"
Alfa cisne,"La Calera, Surquillo",90 m² tot.,3 dorm.,"456,000.00","120,000.00"
av grau 252 miraflores,"Miraflores, Lima",100 m² tot.,2 dorm.,"851,000.00","230,000.00"
Calle 8 de marzo,"Villa Hiper, Comas",100 m² tot.,3 dorm.,"296,000.00","80,000.00"
BARTOLOME HERRERA 329,"Las Gardenias, Santiago de Surco",350 m² tot.,4 dorm.,"1,650,000.00","440,000.00"
AV SAN BORJA NORTE 485 SAN BORJA,"San Borja Norte, San Borja",95 m² tot.,3 dorm.,"847,000.00","229,000.00"
BARRANCO,"Barranco, Lima",24 m² tot.,1 dorm.,"315,000.00","85,000.00"
"jiron puerto eten n 185 dpto 503, santiago de surco","Los Tallanes, Santiago de Surco",120 m² tot.,3 dorm.,"516,083.00","137,989.00"
LA CONQUISTA,"El Derby, Santiago de Surco",140 m² tot.,3 dorm.,"1,007,000.00","265,000.00"
Jirón Chasquitambo 522,"El Parque Naranjal Etapa I, Los Olivos",115 m² tot.,3 dorm.,"482,928.00","130,000.00"
"Av. Francisco TUDELA y Varela. 455, MIRAFLORES","Miraflores, Lima",930 m² tot.,5 dorm.,"12,950,000.00","3,500,000.00"
avenida prolongacion jiron cusco,"Pando, San Miguel",220 m² tot.,7 dorm.,"684,000.00","180,000.00"
CALLE RIVERA DEL MAR,"Cerro Azul, Cerro Azul",140 m² tot.,4 dorm.,"499,000.00","135,000.00"
Jirón Juan Germán Lapeyre 320,"Vista Alegre, Santiago de Surco",108 m² tot.,2 dorm.,"755,000.00","200,000.00"
las terrazas,"Cusipata, Chaclacayo",2500 m² tot.,5 dorm.,"3,293,000.00","890,000.00"
Calle Las Acacias 244,"Miraflores, Lima",153 m² tot.,3 dorm.,"1,517,000.00","410,000.00"
Bartolome trujillo,"Miraflores, Lima",305 m² tot.,4 dorm.,"2,599,000.00","722,000.00"
Parque Acosta al 100,"San Isidro, Lima",207 m² tot.,3 dorm.,"1,665,000.00","450,000.00"
lOS GIRASOLES DE SAN ISIDRO,"Trujillo, Trujillo",98 m² tot.,3 dorm.,"285,000.00","76,800.00"
RICARDO PALMA,"Miraflores, Lima",120 m² tot.,2 dorm.,"995,300.00","269,000.00"
Calle Begonias,"Santa Rosa, Santiago de Surco",75 m² tot.,3 dorm.,"255,000.00","68,500.00"
CALLE LIBERTAD,"La Huaca, Mala",900 m² tot.,4 dorm.,"998,000.00","270,000.00"
Dirección no informada,"La Floresta De Monterrico, Santiago de Surco",380 m² tot.,3 dorm.,"2,047,950.00","555,000.00"
Jirón Buen Retiro,"Santiago de Surco, Lima",178 m² tot.,4 dorm.,"976,600.00","257,000.00"
Poblado Tejada,"El Carmen, Chincha",23800 m² tot.,5 dorm.,"3,145,000.00","850,000.00"
Jirón Eduardo Ordoñez 300,"San Borja, Lima",65 m² tot.,2 dorm.,"405,000.00","110,000.00"
Jr Los cedrones 230,"Sirius, La Molina",95 m² tot.,2 dorm.,"661,500.00","175,000.00"
AV GUARDIA CIVIL CUADRA 12,"San Isidro, Lima",120 m² tot.,4 dorm.,"740,000.00","199,999.00"
Calle María Isabel Granda 111,"Santiago de Surco, Lima",113 m² tot.,3 dorm.,"800,000.00","210,000.00"
Jirón Giuseppe Verdi 360,"Los Alamos, Santiago de Surco",130 m² tot.,3 dorm.,"646,000.00","170,000.00"
ALFA ESCORPION,"La Calera De La Merced, Surquillo",73 m² tot.,3 dorm.,"421,800.00","111,000.00"
Mz H Lt 8 Urbanización Las Palmeras de Las Delicias Moche - Trujillo,"Trujillo, La Libertad",178 m² tot.,6 dorm.,"388,500.00","105,000.00"
PARQUE SAN CARLOS DEL PINAR SAN LUIS,"Villa Jardin, San Luis",91 m² tot.,3 dorm.,"542,000.00","145,000.00"
Jirón Libertad 760,"Orbea, Magdalena",45 m² tot.,1 dorm.,"279,000.00","74,000.00"
Urb. El Valle,"El Valle, Trujillo",188 m² tot.,4 dorm.,"628,680.00","169,000.00"
LOS ARCES CAYMA,"Los Arces, Cayma",112 m² tot.,3 dorm.,"555,000.00","150,000.00"
malecon de miraflores,"Miraflores, Lima",111 m² tot.,2 dorm.,"1,012,320.00","266,400.00"
CALLE JERUSALEN,"Cercado, Arequipa",308 m² tot.,7 dorm.,"3,274,500,000.00","885,000,000.00"
Calle José Gonzales al 400,"Miraflores, Lima",132 m² tot.,3 dorm.,"988,140.00","258,000.00"
Jirón Combate de Iquique y Av Vicus,"Potrero Chama, Santiago de Surco",78 m² tot.,3 dorm.,"390,000.00","105,000.00"
Lola Pardo Vargas 100,"Aurora, Miraflores",476 m² tot.,5 dorm.,"2,250,000.00","600,000.00"
Dirección no informada,"San Bartolo, Lima",102 m² tot.,3 dorm.,"521,000.00","140,000.00"
Calle Las Granadinas 187 La Molina,"La Molina, Lima",264 m² tot.,3 dorm.,"1,554,200.00","409,000.00"
Av. República de Panamá - Miraflores,"Miraflores, Lima",82 m² tot.,3 dorm.,"567,630.00","153,000.00"
PARDO 2,"Miraflores, Lima",120 m² tot.,3 dorm.,"992,610.00","269,000.00"
Av. de los Patriotas San Miguel,"San Miguel, Lima",78 m² tot.,3 dorm.,"450,000.00","121,621.62"
Pasaje Cerro Claro,"Santiago de Surco, Lima",103 m² tot.,3 dorm.,"638,000.00","168,000.00"
Av. Angamos Oeste cdra,"Miraflores, Lima",120 m² tot.,2 dorm.,"1,236,560.00","328,000.00"
Avenida Paseo Parodi cuadra 4,"San Isidro, Lima",120 m² tot.,4 dorm.,"919,600.00","242,000.00"
Av ANGAMOS OESTE -,"Miraflores, Lima",183 m² tot.,3 dorm.,"2,000,000.00","540,000.00"
Manuel Gonzales Prada 688,"Villa Los Angeles, Los Olivos",96 m² tot.,3 dorm.,"465,000.00","125,000.00"
Av. Brasil 2794,"Pueblo Libre, Lima",85 m² tot.,3 dorm.,"359,000.00","95,000.00"
ROCA Y BOLOÑA -,"San Antonio, Miraflores",110 m² tot.,3 dorm.,"852,000.00","230,439.00"
"calle batallon callao, santiago de urco","Las Gardenias, Santiago de Surco",141 m² tot.,3 dorm.,"1,017,500.00","275,000.00"
Malecón Cisneros,"Miraflores, Lima",170 m² tot.,3 dorm.,"2,033,610.00","1,290.00"
CALLE INDEPENDENCIA,"Miraflores, Lima",130 m² tot.,2 dorm.,"940,000.00","250,000.00"
CALLE LAS AZUCENAS,"Callao, Callao",87 m² tot.,3 dorm.,"2,442,580.00","65,000.00"
calle 8 lote 28 manzana S,"Casa Blanca, Pachacamac",10690 m² tot.,2 dorm.,335.00,89.00
C. 2 De Mayo 1300,"Miraflores, Lima",159 m² tot.,2 dorm.,"993,750.00","265,000.00"
CALLE ANDALUCIA MZ E LOTE,"La Capilla, La Molina",99 m² tot.,3 dorm.,"592,800.00","156,000.00"
santa rosa de surco,"Santa Rosa, Santiago de Surco",94 m² tot.,3 dorm.,"444,000.00","120,000.00"
Costa de Oro 105,"La Molina, Lima",302 m² tot.,3 dorm.,"1,575,000.00","420,000.00"
Av. Bolivar Mz C Lote 07,"Tambo Viejo, Cieneguilla",301 m² tot.,6 dorm.,"500,000.00","150,000.00"
Calle Los Alamos 378,"El Cortijo, Santiago de Surco",182 m² tot.,6 dorm.,"1,004,190.00","268,500.00"
Calle Breton 344,"San Borja Norte, San Borja",379 m² tot.,4 dorm.,"2,087,400.00","559,950.00"
calle cerrada con seguridad. Condominio de 13 casas,"El Sol De La Molina Et.1, La Molina",541 m² tot.,4 dorm.,"2,571,750.00","675,000.00"
Av Bolivia Breña,"Breña, Lima",40 m² tot.,1 dorm.,"247,900.00","67,000.00"
Chacarilla,"Chacarilla Del Estanque, Santiago de Surco",169 m² tot.,3 dorm.,"1,346,400.00","360,000.00"
avenida Andrés RAZURi,"San Miguel, Lima",105 m² tot.,2 dorm.,"441,690.00","115,000.00"
playa palillos,"Palillos, Asia",278 m² tot.,5 dorm.,"1,496,250.00","399,000.00"
las colinas de puerto viejo,"San Antonio, Cañete",1500 m² tot.,4 dorm.,"1,492,500.00","398,000.00"
Sinchi Roca,"Sol De Oro, Los Olivos",400 m² tot.,4 dorm.,"1,332,000.00","360,000.00"
Parque Castilla,"San Isidro, Lima",135 m² tot.,3 dorm.,"693,750.00","170,000.00"
Malecon Cisneros al 800,"Jose Balta, Miraflores",237 m² tot.,3 dorm.,"2,200,000.00","550,000.00"
CASUARINAS,"Santiago de Surco, Lima",160 m² tot.,3 dorm.,"755,000.00","200,000.00"
Jr. Federico Gallese,"San Miguel, Lima",143 m² tot.,3 dorm.,"742,000.00","200,000.00"
Jose Granda Cdra 5,"Golf, San Isidro",423 m² tot.,5 dorm.,"4,440,000.00","1,200,000.00"
Av. Castilla la Nueva,"El Cascajal, La Molina",193 m² tot.,4 dorm.,"1,399,000.00","375,000.00"
Malecón Grau,"Chorrillos, Lima",132 m² tot.,2 dorm.,"613,800.00","165,000.00"
Ugarte y Moscoso,"San Isidro, Lima",1265 m² tot.,3 dorm.,"14,060,000.00","3,800,000.00"
Asoc. de Viv. san Francisco de Cayran,"San Martín de Porres, Lima",73 m² tot.,2 dorm.,"220,000.00","58,000.00"
grau 1500,"Barranco, Lima",35 m² tot.,3 dorm.,"422,000.00","114,000.00"
club Nautico Poseidon,"Pucusana, Lima",661 m² tot.,6 dorm.,"5,904,000.00","1,600,000.00"
Renan Elias Olivera,"San Miguel, Lima",40 m² tot.,1 dorm.,"189,539.00","49,800.00"
SAN ISIDRO GOLF,"Country Club, San Isidro",234 m² tot.,3 dorm.,"2,164,500.00","585,000.00"
Jirón Tarapacá 765,"Pueblo Libre, Lima",472 m² tot.,3 dorm.,"2,950,000.00","790,000.00"
LIMA POLO,"Lima Polo Hunt Club (lote 3), Santiago de Surco",127 m² tot.,3 dorm.,"594,000.00","220,000.00"
casa bonne,"Vichayito, Los Organos",2770 m² tot.,7 dorm.,"3,108,750.00","829,000.00"
Jirón Huáscar al 1900,"Jesús María, Lima",83 m² tot.,3 dorm.,"588,300.00","159,000.00"
"Urb. Mayorazgo 3ª Etapa, Distrito Ate.","Mayorazgo Etapa Iii, Ate Vitarte",122 m² tot.,3 dorm.,"756,200.00","199,000.00"
Av. Costanera 360,"Miramar, San Miguel",94 m² tot.,3 dorm.,"567,750.00","150,000.00"
Jr. Jose Sabogal 191,"Santiago de Surco, Lima",125 m² tot.,3 dorm.,"966,178.00","258,336.00"
CONDOMINIO DEL AIRE,"La Libertad, San Luis",68 m² tot.,3 dorm.,"407,000.00","110,000.00"
entre 39 y 40 av Alborada,"San Miguel, Lima",420 m² tot.,9 dorm.,"1,106,300.00","299,000.00"
Calle LAGO JUNIN xxx -,"La Molina, Lima",302 m² tot.,3 dorm.,"1,841,400.00","495,000.00"
JAVIER PRADO OESTE 2367,"San Isidro, Lima",50 m² tot.,1 dorm.,"469,000.00","127,000.00"
Residencial Nazca,"Jesús María, Lima",94 m² tot.,3 dorm.,"584,000.00","156,000.00"
JR. ELIAS AGUIRRE MZA D LOTE 21 PARQUE COVITI,"Coviti, San Martín de Porres",106 m² tot.,4 dorm.,"379,500.00","101,200.00"
Punta Corriente,"Punta Corrientes, Cerro Azul",400 m² tot.,3 dorm.,"1,094,450.00","295,000.00"
CALLE FLORIDA URB COOPIP,"Coopip, San Martín de Porres",81 m² tot.,2 dorm.,"243,375.00","64,900.00"
CALLE CABILDOS,"Pancho Fierro, Santiago de Surco",330 m² tot.,4 dorm.,"1,460,000.00","400,000.00"
VALLE HERMOSO- CERCA PUENTE PRIMAVERA,"Valle Hermoso, Santiago de Surco",95 m² tot.,3 dorm.,"558,750.00","155,000.00"
Av. san Eugenio 1061,"Santa Catalina, La Victoria",98 m² tot.,2 dorm.,"385,000.00","100,000.00"
jiron navarra 222,"Santiago de Surco, Lima",108 m² tot.,3 dorm.,"782,460.00","207,000.00"
AVENIDA COSTA PERUAN 1106 PUNTA HERMOSA,"Caballeros, Punta Hermosa",184 m² tot.,3 dorm.,"1,105,000.00","298,000.00"
Av. 28 de Julio,"Miraflores, Lima",79 m² tot.,3 dorm.,"700,000.00","189,000.00"
Las Arenas,"Las Arenas, Asia",225 m² tot.,5 dorm.,"1,856,250.00","495,000.00"
CALLE SINCHI ROCA 2287,"Lince, Lima",192 m² tot.,4 dorm.,"1,071,600.00","282,000.00"
El cuadro,"El Cuadro, Chaclacayo",240 m² tot.,5 dorm.,"893,000.00","235,000.00"
Calle 4 Urb La Merced,"Ate Vitarte, Lima",130 m² tot.,3 dorm.,"514,300.00","139,000.00"
Loa Alcatraces,"San Isidro, Lima",120 m² tot.,3 dorm.,"722,000.00","200,000.00"
Venta de Casa de 3 Piso en Hilda Salas,"Hilda Salas, Ica",150 m² tot.,5 dorm.,"250,000.00","67,567.57"
Avenida Chinchaysuyo,"Independencia, Lima",73 m² tot.,2 dorm.,"279,000.00","70,000.00"
Av. Loma Hermosa 209,"Prolong. Benavides, Santiago de Surco",92 m² tot.,2 dorm.,"536,000.00","145,000.00"
Av Las Artes Sur 739,"San Borja, Lima",344 m² tot.,4 dorm.,"2,146,000.00","580,000.00"
El haras,"El Haras, La Molina",1440 m² tot.,5 dorm.,"6,182,400.00","1,680,000.00"
Jirón Jorge Chávez 1506,"Breña, Breña",81 m² tot.,2 dorm.,"300,000.00","81,000.00"
Condominio Lagunas del Chipe,"La Laguna Del Chipe, Piura",54 m² tot.,1 dorm.,"250,000.00","67,567.57"
Calle Chiclayo 3xx Dpto. 701,"Miraflores, Lima",108 m² tot.,3 dorm.,"795,500.00","215,000.00"
eduardo ordoñez 395,"San Borja, Lima",85 m² tot.,3 dorm.,"458,520.00","120,000.00"
Cl. Condorhuasi - Urb. Mangomarca,"Mangomarca, San Juan de Lurigancho",150 m² tot.,4 dorm.,"595,200.00","160,000.00"
"Av. Salaverry, San Isidro","San Isidro, Lima",152 m² tot.,3 dorm.,"1,019,000.00","275,000.00"
calle el dorado 189,"Chacarilla, San Borja",302 m² tot.,3 dorm.,"2,150,000.00","581,000.00"
Av ANGAMOS OESTE -,"Miraflores, Lima",176 m² tot.,3 dorm.,"1,785,600.00","480,000.00"
Pasaje PARQUE VILLENA REY - QUIÑONES -,"Santa Cruz, Miraflores",70 m² tot.,1 dorm.,"666,750.00","175,000.00"
Av. Defensores del Morro Chorrillos,"Chorrillos, Lima",107 m² tot.,2 dorm.,"499,999.00","135,000.00"
corot 135 san borja,"San Borja, Lima",92 m² tot.,3 dorm.,"770,000.00","210,000.00"
Conde de la Nieva,"Ica, Ica",506 m² tot.,5 dorm.,"1,500,000.00","395,000.00"
LUIS DEXTRE SURCO,"Santiago de Surco, Lima",160 m² tot.,4 dorm.,"1,263,000.00","341,500.00"
"Santa Ana 955, San Miguel","San Miguel, Lima",204 m² tot.,4 dorm.,"1,637,529.00","435,000.00"
Calle 28 de Julio 261,"Magdalena, Lima",88 m² tot.,3 dorm.,"532,000.00","140,000.00"
Urb. Víctor Andrés Belaunde,"Victor Andres Belaunde, Yanahuara",151 m² tot.,3 dorm.,"614,200.00","166,000.00"
CALLE LAS ORQUIDEAS 300,"La Molina Vieja, La Molina",890 m² tot.,3 dorm.,"2,960,000.00","800,000.00"
Calle Alameda del Rocío,"Santiago de Surco, Lima",272 m² tot.,2 dorm.,"1,786,000.00","470,000.00"
LA CALERA SURQUILLO,"La Calera, Surquillo",114 m² tot.,5 dorm.,"542,100.00","139,000.00"
Av Arenales 2132,"Lince, Lima",65 m² tot.,2 dorm.,"290,160.00","78,000.00"
Vannini Arrigo,"Vista Alegre, Santiago de Surco",200 m² tot.,4 dorm.,"1,295,000.00","350,000.00"
Av. San Borja Norte 1285,"San Borja Norte, San Borja",322 m² tot.,4 dorm.,"1,442,623.00","389,898.00"
Jr. Conde De La Vega Del Ren 229,"Chacarilla Monte Umbroso, Santiago de Surco",206 m² tot.,3 dorm.,"1,406,000.00","380,000.00"
Calle Mayor Arce de la Oliva 765,"Barrio Medico, Surquillo",75 m² tot.,2 dorm.,"591,480.00","159,000.00"
C. Las Flores 665 San Isidro,"Golf, San Isidro",200 m² tot.,3 dorm.,"1,091,500.00","295,000.00"
Av. Universitaria cuadra 20,"San Miguel, Lima",67 m² tot.,3 dorm.,"409,200.00","110,000.00"
Av. Universitaria cuadra 20,"San Miguel, Lima",54 m² tot.,2 dorm.,"338,520.00","91,000.00"
Aurelio Miroquesada,"Golf, San Isidro",448 m² tot.,3 dorm.,"2,890,000.00","760,000.00"
lopez de ayala,"San Borja, Lima",169 m² tot.,4 dorm.,"1,126,228.00","301,050.00"
Pablo Carriquirry,"El Palomar, San Isidro",410 m² tot.,7 dorm.,"2,435,000.00","658,000.00"
Jr Las Anguilas,"Lima, Lima",210 m² tot.,5 dorm.,"816,200.00","220,000.00"
Schell 319 Miraflores,"Leuro, Miraflores",35 m² tot.,2 dorm.,"380,000.00","99,000.00"
Calle Alami - San Juan de Lurigancho,"Horizonte De Zarate, San Juan de Lurigancho",120 m² tot.,6 dorm.,"1,073,000.00","290,000.00"
Calle Las Dalias,"Valle Hermoso, Santiago de Surco",120 m² tot.,3 dorm.,"698,500.00","185,000.00"
Malecon Souza 112,"Barranco, Lima",240 m² tot.,3 dorm.,"1,979,500.00","535,000.00"
El Mastil,"Paracas, Paracas",520 m² tot.,4 dorm.,"1,862,000.00","490,000.00"
MIRAFLORES,"Magdalena, Lima",82 m² tot.,3 dorm.,"468,150.00","130,000.00"
REF. CERCA AV. SURCO,"La Virreyna, Santiago de Surco",210 m² tot.,4 dorm.,"1,332,250.00","370,000.00"
Av. Oscar Benavides 3008,"Lima Cercado, Lima",57 m² tot.,3 dorm.,"245,000.00","66,216.22"
CARLOS TENAUD 370 MIRAFLORES,"Miraflores, Lima",109 m² tot.,3 dorm.,"760,000.00","200,000.00"
Urb soliluz,"San Isidro, Trujillo",105 m² tot.,3 dorm.,"323,000.00","85,000.00"
Alcanfores 110,"Miraflores, Lima",110 m² tot.,2 dorm.,"862,500.00","230,000.00"
monte de oca 300,"Chacarilla Del Estanque, Santiago de Surco",156 m² tot.,3 dorm.,"1,106,000.00","295,000.00"
santa marta pueblo libre,"Pueblo Libre, Lima",328 m² tot.,4 dorm.,"2,100,000.00","560,000.00"
MANUEL TOVAR 276,"Miraflores, Lima",149 m² tot.,2 dorm.,"647,500.00","175,000.00"
Aurelio Miroquesada,"San Isidro, Lima",195 m² tot.,3 dorm.,"1,856,250.00","495,000.00"
CABO GUTARRA 975 PUEBLO LIBRE,"Pueblo Libre, Lima",81 m² tot.,3 dorm.,"555,000.00","150,000.00"
CALLE ANTA 120,"El Parque Naranjal Etapa I, Los Olivos",160 m² tot.,4 dorm.,"1,212,800.00","320,000.00"
Bajada Balta 161,"Miraflores, Lima",96 m² tot.,2 dorm.,"1,102,000,000.00","290,000.00"
Calle Raymundo Morales de la Torre 125,"San Isidro, Lima",232 m² tot.,3 dorm.,"2,502,400.00","680,000.00"
Condominio de Playa Las Arenas,"Las Arenas, Asia",180 m² tot.,4 dorm.,"1,600,000.00","400,000.00"
La Mar,"Miraflores, Lima",36 m² tot.,2 dorm.,"369,000.00","99,900.00"
7 de Junio 190,"Miraflores, Lima",206 m² tot.,3 dorm.,"2,250,000.00","600,000.00"
Batallones Libres de Trujillo,"Santiago de Surco, Lima",330 m² tot.,3 dorm.,"2,079,000.00","550,000.00"
Jose Sabogal al 200,"Aurora, Santiago de Surco",256 m² tot.,3 dorm.,"1,687,000.00","450,000.00"
PUENTE NUEVO,"Campoy, San Juan de Lurigancho",70 m² tot.,3 dorm.,"250,000.00","68,000.00"
Calle Pluton,"Ate Vitarte, Lima",73 m² tot.,3 dorm.,"448,400.00","118,000.00"
madre selva,"Santiago de Surco, Lima",370 m² tot.,4 dorm.,"1,739,000.00","470,000.00"
Machu Picchu,"Portada Del Sol Etapa Ii, La Molina",125 m² tot.,2 dorm.,"422,000.00","110,000.00"
Batallon Concepcion,"Santiago de Surco, Lima",444 m² tot.,4 dorm.,"2,888,000.00","760,000.00"
LOS CEDROS 777,"Golf, San Isidro",176 m² tot.,3 dorm.,"1,552,726.00","420,000.00"
jiron Inca ripac con San Felipe,"Jesús María, Lima",85 m² tot.,2 dorm.,"595,000.00","160,810.81"
Calle Loma de las Violetas Santiago de Surco,"Prolongacion Benavides, Santiago de Surco",99 m² tot.,2 dorm.,"570,000.00","150,000.00"
ALFA ESCORPION 1,"Surquillo, Lima",98 m² tot.,3 dorm.,"638,100.00","172,000.00"
Capac Yupanqui,"Lince, Lima",70 m² tot.,2 dorm.,"283,700.00","74,900.00"
Av. José Saco Rojas,"San Pedro, Carabayllo",84 m² tot.,4 dorm.,"159,000.00","42,972.97"
calle cerrillo,"La Planicie, La Molina",930 m² tot.,5 dorm.,"4,366,200.00","1,149,000.00"
PASEO DE LA REPUBLICA,"Miraflores, Lima",99 m² tot.,2 dorm.,"615,220.00","161,900.00"
Av. Petit thouars 4742 Miraflores,"Barboncito, Miraflores",80 m² tot.,2 dorm.,"408,750.00","109,000.00"
Jorge Vanderghen Miraflores.,"Miraflores, Lima",100 m² tot.,3 dorm.,"843,500.00","225,000.00"
Monte Carmelo 260,"Santiago de Surco, Lima",162 m² tot.,3 dorm.,"1,250,000.00","340,000.00"
AVENIDA ANGAMOS OESTE MIRAFLORES,"Miraflores, Lima",104 m² tot.,2 dorm.,"1,001,700.00","270,000.00"
Jr Morro Solar 300,"Valle Hermoso, Santiago de Surco",140 m² tot.,3 dorm.,"954,600.00","258,000.00"
"Altura del Colegio Altair, cerca al Molina Plaza y Universidad San Martin.","La Molina, Lima",300 m² tot.,6 dorm.,"2,025,000.00","540,000.00"
Dirección no informada,"Las Flores, Cerro Colorado",85 m² tot.,2 dorm.,"452,409.00","120,000.00"
Victor Maurtua Cdra 4 Piso 1,"San Isidro, Lima",348 m² tot.,3 dorm.,"4,575,000.00","1,250,000.00"
Av El Polo,"Santiago de Surco, Lima",472 m² tot.,4 dorm.,"1,884,800.00","496,000.00"
urb Carlos Garcia Ronceros,"Miraflores, Arequipa",56 m² tot.,2 dorm.,"203,500.00","59,000.00"
URB EL GOLF,"Victor Larco Herrera, Trujillo",150 m² tot.,3 dorm.,"839,300.00","218,000.00"
C. Tacna,"Miraflores, Lima",106 m² tot.,2 dorm.,"552,000.00","150,000.00"
"Av San Martin 236, Barranco","Barranco, Lima",53 m² tot.,1 dorm.,"561,000.00","150,000.00"
TERUEL LA MOLINA,"La Capilla, La Molina",89 m² tot.,3 dorm.,"533,600.00","145,000.00"
Jirón MORRO SOLAR 200,"Santiago de Surco, Lima",116 m² tot.,3 dorm.,"701,100.00","190,000.00"
Dirección no informada,"San Borja Sur, San Borja",122 m² tot.,3 dorm.,"774,900.00","210,000.00"
Juan de Aliaga,"Orrantia Del Mar, Magdalena",178 m² tot.,2 dorm.,"980,500.00","265,000.00"
Urbanizacion Alejandro Alvarez,"Alejandro Alvarez, Ate Vitarte",520 m² tot.,12 dorm.,"1,234,200.00","330,000.00"
Jirón Francisco Moreyra y Riglos 414,"Mariscal Oscar R Benavides, Lima Cercado",278 m² tot.,7 dorm.,"1,330,895.00","355,000.00"
Av. Costanera 2000,"San Miguel, San Miguel",56 m² tot.,2 dorm.,"311,000.00","83,000.00"
"Av San Martin 236, Barranco","Barranco, Lima",104 m² tot.,2 dorm.,"897,600.00","240,000.00"
"Roma, Miraflores","Jose Balta, Miraflores",101 m² tot.,2 dorm.,"960,661.00","257,550.00"
Av San Borja Norte 459 San Borja Norte,"San Borja Norte, San Borja",97 m² tot.,3 dorm.,"638,000.00","170,000.00"
calle cortez del reino unido 166,"Ate Vitarte, Lima",67 m² tot.,3 dorm.,"210,900.00","57,000.00"
Calle Roma,"Miraflores, Lima",152 m² tot.,3 dorm.,"1,251,788.00","328,250.00"
CORPAC CALLE #27 SAN ISIDRO,"Corpac, San Isidro",361 m² tot.,7 dorm.,"2,502,400.00","680,000.00"
Higuereta,"Santiago de Surco, Lima",145 m² tot.,3 dorm.,"699,300.00","189,000.00"
Dirección no informada,"San Isidro, Lima",316 m² tot.,5 dorm.,"1,953,000.00","2,800.00"
CALLE TAMBO REAL 223 - CHORRILLOS,"Ariosto Matellini, Chorrillos",76 m² tot.,3 dorm.,"259,999.00","69,990.00"
Jr. General Felipe Varela 1956,"Breña, Lima",74 m² tot.,3 dorm.,"430,000.00","116,531.00"
Calle 35 Fovipol Chorrillos,"Los Cedros De Villa, Chorrillos",150 m² tot.,5 dorm.,"698,000.00","190,000.00"
av. nueva toledo km 25 cieneguilla,"Cieneguilla, Cieneguilla",540 m² tot.,6 dorm.,"3,162,000.00","850,000.00"
Av. Giuseppe Garibaldi,"Jesús María, Lima",61 m² tot.,2 dorm.,"553,763.00","149,665.68"
Av VELASCO ASTETE -,"Chacarilla Del Estanque, Santiago de Surco",200 m² tot.,3 dorm.,"922,500.00","250,000.00"
Calle PARQUE DAMMERT -,"Miraflores, Lima",152 m² tot.,3 dorm.,"1,476,000.00","400,000.00"
Av. Alameda del Corregidor,"La Molina Vieja, La Molina",345 m² tot.,4 dorm.,"2,035,000.00","550,000.00"
san borja,"San Borja Norte, San Borja",300 m² tot.,4 dorm.,"2,469,350.00","648,000.00"
(El Agustino - Torre 4 Av Los Nogales N ° 251 Dpto N° 1703 - El Agustino,"El Agustino, Lima",77 m² tot.,4 dorm.,"282,000.00","75,000.00"
Calle EL HORIZONTE,"La Planicie, La Molina",1700 m² tot.,4 dorm.,"4,725,000.00","1,250,000.00"
Monte Umbroso,"Chacarilla Del Estanque, Santiago de Surco",167 m² tot.,3 dorm.,"1,091,500.00","295,000.00"
Bernardino Cruz 213,"Chorrillos, Lima",255 m² tot.,6 dorm.,"1,784,800.00","445,000.00"
Velasco Astete al al 1400,"Santiago de Surco, Lima",220 m² tot.,3 dorm.,"945,000.00","250,000.00"
